username;date;text;id
bioinformatics1;2015-04-02 14:33;#Bioconductor Robert Gentleman has been appointed Vice President of Computational Biology at @23andMe http://www. pharmiweb.com/pressreleases/ pressrel.asp?ROW_ID=112127#.VR1ERvzF-So  #Rstats;583623391258771456
AltunaAkalin;2015-03-31 14:38;Analyze methylation profiles from Roadmap epigenomics and ENCODE #rstats #bioconductor http:// zvfak.blogspot.com/2015/03/using- genomation-to-analyze-methylation.html?spref=tw ;582899886288449536
seandavis12;2015-03-26 23:30;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/TIN.html  TIN Transcriptome instability analysis: The TIN package;581236747058597888
seandavis12;2015-03-19 23:54;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/canceR.html  canceR A Graphical User Interface for accessing and;578706233391083520
RNASeqBlog;2015-03-13 14:25;Visualization of #RNASeq Data Using #RStudio , #Bioconductor ...- http:// bit.ly/18hZMMT @aloraine205 @UNCC_BIGScience pic.twitter.com/QJLVQJdd6R;576388534942093312
genetics_blog;2015-03-13 14:00;ChIPseeker: #Rstats / #Bioconductor pkg for ChIP peak annotation, comparison, visualization http:// bioinformatics.oxfordjournals.org/content/early/ 2015/03/11/bioinformatics.btv145.short?rss=1  #bioinformatics;576382382388965376
rnomics;2015-03-13 12:07;Analysis and Visualization of #RNA -Seq Expression Data http:// bit.ly/1Bd686N #DataVisualization #bioconductor #bioinformatics #RNAseq;576353977287065600
seandavis12;2015-03-10 23:49;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/BrowserViz.html  BrowserViz BrowserViz: interactive R/browser graphics;575443366667812865
liz__is;2015-03-09 11:50;testthat or RUnit? #rstats #bioconductor;574900092928417792
dasaptaerwin;2015-03-04 08:42;I've been using 'pcamethods' pkg  ( #bioconductor ),but the new #factorextra pkg ( http:// sthda.com/english ) has more viz. #rstats @UbuntuID;573040739447226368
Bioconductor;2015-02-28 16:42;#rstats / #bioconductor Celebrating 100000 svn commits! https:// stat.ethz.ch/pipermail/bioc -devel/2015-February/007024.html ;571712062692323328
craig_parman;2015-02-16 13:11;What is the largest amount of ram and cpus you have used with R? Do you have a use for more? Looking at options. #Bioconductor #rstats;567310403961896960
TechWars_io;2015-02-15 13:46;We compared #bioconductor vs #biopython - see results: http://www. techwars.io/fight/biocondu ctor/biopython/ ;566956807462330368
seandavis12;2015-02-14 19:13;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/BubbleTree.html  BubbleTree A method to elucidate purity and clonality;566676575530541056
Bioconductor;2015-02-09 20:01;Martin Morgan introduces Bioconductor to new users in this latest video - https://www. youtube.com/watch?v=dg6Nvm MVQ3I&index=1&list=PLdl4u5ZRDMQSX1YmESUDUIIVBndGM3BMR  watch now! #Bioconductor #genomics;564876758327902208
RECrossland;2015-02-07 11:37;Thanks @sjcockell & team for hugely enjoyable #Bioconductor course. Survived the week & even managed some heat maps along the way! @nclbsu;564025241329209346
JMTali;2015-02-06 13:38;ggbio!! " @genetics_blog : High-throughput genomic analysis with #Bioconductor http://www. nature.com/nmeth/journal/ v12/n2/full/nmeth.3252.html  #Rstats pic.twitter.com/S7HDti06ho ;563693325983973376
GryderArt;2015-02-03 23:12;@seandavis12 congrats on your recent #Bioconductor paper in Nature Methods! http:// buff.ly/1LzTKGX;562750427222274049
sjcockell;2015-02-02 14:27;Third time around for our #bioconductor course this week. Today, a gentle introduction to #rstats .;562255950783217664
RECrossland;2015-02-02 09:54;Braving a #BioConductor course this week - hoping I survive to Friday! @nclbsu @FMSgradschool;562187269239734273
armish;2015-02-01 18:49;Good to see the #Bioconductor paper in Nature Methods, but why is it behind a pay-wall? Terrible choice. - http:// buff.ly/1LzTKGX;561959454099664896
seandavis12;2015-01-31 19:18;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/birte.html  birte Bayesian Inference of Regulatory Influence on;561604558301167617
gjhansen;2015-01-30 14:39;@genetics_blog : 'High-throughput genomic analysis with #Bioconductor http://t.c pic.twitter.com/OCTMO24B7V , see more http:// tweetedtimes.com/search/rstats/ en?s=tnp ;561171934214647809
jamesmalone;2015-01-30 10:30;New release of the #EMBLEBI AtlasRDF #Bioconductor R package. Fixes a few bugs: http://www. bioconductor.org/packages/devel /bioc/html/AtlasRDF.html ;561109175322050562
genetics_blog;2015-01-29 18:52;High-throughput genomic analysis with #Bioconductor http://www. nature.com/nmeth/journal/ v12/n2/full/nmeth.3252.html  #Rstats pic.twitter.com/C9xOJq1HOx;560873093418471424
Bioconductor;2015-01-29 18:47;Orchestrating high-throughput genomic analysis with Bioconductor http:// rdcu.be/b2VE Nature Methods publication, #rstats / #Bioconductor;560871767959298048
TechWars_io;2015-01-23 18:01;We compared #bioconductor vs #biopython - see results: http://www. techwars.io/fight/biocondu ctor/biopython/ ;558685987707305984
wakuteka;2015-01-14 09:10;2Qiita... / DNAR #Bioconductor #R - Qiita http:// htn.to/JXaUd26;555290963950592000
MicrosoftR;2015-01-12 16:15;. #Bioconductor project advances understanding of #genetics http:// bit.ly/14pxBJI;554673020816879616
jamesaeddy;2015-01-08 07:11;Well then.. looks like it's time to learn @docker RT @Bioconductor : Announcing #Docker containers for #Bioconductor : http:// bioconductor.org/help/docker/;553086463794229248
Bioconductor;2015-01-08 00:07;Announcing #Docker containers for #Bioconductor : http:// bioconductor.org/help/docker/;552979959140995072
seandavis12;2014-12-13 23:15;Polyester: simulating RNA-seq datasets with differential transcript expression | bioRxiv and #bioconductor http:// ow.ly/FPLsN;543906998316961792
seandavis12;2014-12-13 04:59;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/coMET.html  coMET coMET: visualisation of regional epigenome-wide;543631155300290560
liz__is;2014-12-05 14:39;Best practice for getting gene names/locations in #bioconductor ? TxDb.Mmusculus.UCSC.mm9.knownGene or http:// org.Mm.eg .db or other?;540878037731266560
TechWars_io;2014-12-05 14:35;We compared #bioconductor vs #biopython - see results: http://www. techwars.io/fight/biocondu ctor/biopython/ ;540877154876399616
seandavis12;2014-12-03 23:58;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/FlowSOM.html  FlowSOM Using self-organizing maps for visualization and;540294124235001856
AltunaAkalin;2014-11-26 19:40;@genetics_blog we no use bedtools because we use GenomicRanges #Bioconductor #rstats;537692473754406914
seandavis12;2014-11-25 23:55;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/PROPER.html  PROPER PROspective Power Evaluation for RNAseq: This;537394147225640960
guangchuangyu;2014-11-23 02:39;[source code plagiarism] proper use of GOSemSim http:// ygc.name/2014/11/23/pro per-use-of-gosemsim/#sthash.TOY6s6zk.uxfs  via @guangchuangyu #CRAN #Bioconductor #rstats;536348284806131714
mdshw5;2014-11-20 21:44;"Use #Bioconductor ." Heard this spoken and don't know where to begin? Nice introduction by @fellgernon : http:// lcolladotor.github.io/2014/10/16/sta rtBioC ;535549378438909952
SahaSurya;2014-11-18 13:41;Its here.. RT @DrJCThrash : Moderated estimation of fold change & dispersion for #RNAseq data wt DESeq2 http:// bit.ly/1yP7MfD #bioconductor;534703038188253185
Bioconductor;2014-11-17 15:36;Reminder: #bioconductor / #rstats job opportunity https:// support.bioconductor.org/p/62737/;534369460841218049
seandavis12;2014-11-13 04:54;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/saps.html  saps Significance Analysis of Prognostic Signatures;532758374060793856
SeqComplete;2014-11-11 22:07;mt #bioinformatics #bioit @genetics_blog : 'I had no idea #Bioconductor had a st pic.twitter.com/WIjk41kr23 , see more http:// tweetedtimes.com/search/%23bioi nformatics%20OR%20%23bioit?s=tnp ;532293684193419264
genetics_blog;2014-11-11 15:00;I had no idea #Bioconductor had a stack exchange-like support page https:// support.bioconductor.org / #rstats #bioinformatics pic.twitter.com/YasqqjslnI;532186156453363712
DeltaBCDad;2014-11-05 17:23;Performing set operations on bed files is one of the most frustrating simple things I do #bioinformatics . #bedops #bedtools #bioconductor;530047744698642432
aemonten;2014-11-04 14:22;Does anyone have any experience with the PWMEnrich package for #Bioconductor ?;529639867316461568
rnomics;2014-11-03 13:08;Overview of an #RNA Seq Workflow: This series is part of the http:// bit.ly/10eM6hp #Presentations #bioconductor #workflow #RNAseq;529258773584424960
tangming2005;2014-10-31 20:27;I want to visualize some genomic data with R and it then happens that someone already made a package! #bioconductor;528282151046107136
genetics_blog;2014-10-25 18:00;Chimera: #Rstats / #Bioconductor pkg for secondary analysis of fusion products http:// bioinformatics.oxfordjournals.org/content/early/ 2014/10/21/bioinformatics.btu662.short?rss=1  #bioinformatics;526055824368869379
tisimpson;2014-10-17 17:34;My previous two tweets illustrating the  importance of software in research in quite a timely fashion. #bioconductor @SoftwareSaved;523150104182915073
magic_mp;2014-10-17 17:01;miRNAtap package finally in production as part of #Bioconductor 3.0 release! http://www. bioconductor.org/packages/relea se/bioc/html/miRNAtap.html  @tisimpson;523141857132707840
SAGRudd;2014-10-17 08:55;#bioconductor met its match - @affymetrix HTA_2.0 presents formidable challenge - using #ExpressionConsole for 1st time = #PleasantSurprise;523019445674209280
andrewsu;2014-10-16 17:40;Blog post on new mygene #bioconductor package, the R client to @mygeneinfo http:// mygene.info http:// sulab.org/2014/10/introd ucing-mygene-r-package/  by @AztecAsstToThe;522789273636855810
seandavis12;2014-10-15 19:51;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/Metab.html  Metab Metab: An R Package for a High-Throughput Analysis;522459702311919616
genetics_blog;2014-10-15 15:00;Chimera: #Rstats / #Bioconductor pkg for secondary analysis of fusion products http:// bioinformatics.oxfordjournals.org/content/early/ 2014/10/06/bioinformatics.btu662.abstract  #bioinformatics;522386608184893440
chunleiwu;2014-10-14 23:44;MyGene.R just released with the latest #bioconductor 3.0 http:// mygene.info/mygene-r-relea sed-in-bioconductor-3-0/ ;522155933397295104
neilfws;2014-10-14 23:33;Upgraded our machines, all went smoothly. MT @Bioconductor : #Bioconductor 3.0 is released! http://www. bioconductor.org/news/bioc_3_0_ release/ ;522153349571813378
andrewsu;2014-10-14 23:32;#bioconductor v3.0 out! https:// support.bioconductor.org/p/62034/ includes our mygene.R gene annot pkg http://www. bioconductor.org/packages/relea se/bioc/html/mygene.html  kudos @chunleiwu and team!;522152979474821120
dgermain21;2014-10-14 22:48;Super cool, especially spatial genomics and epigenomics! RT @genetics_blog : Lots of new #rstats / #bioconductor pkgs http://www. bioconductor.org/news/bioc_3_0_ release/ ;522141855480164352
genetics_blog;2014-10-14 22:42;Lots of new #rstats / #bioconductor packages http://www. bioconductor.org/news/bioc_3_0_ release/ ;522140299741888512
Bioconductor;2014-10-14 22:32;#Bioconductor 3.0 is released! http://www. bioconductor.org/news/bioc_3_0_ release/ ;522137974759124992
ncloonan;2014-10-11 00:19;MR: Voom with quality weights available in the limma package #bioconductor #ABiC14;520715394995068930
Bioconductor;2014-10-11 00:07;New Video's added ! pRolocGUI Tutorial now on Bioc's youTube channel - https://www. youtube.com/playlist?list= PLdl4u5ZRDMQQAEzUldG0T-UY0YC-kVepR  #Bioconductor #Proteomics;520712320079507456
hyphaltip;2014-10-10 20:53;RG: mentions that all his #bioconductor pkgs are artistic license and #OpenSource Still okay at Roche/Genetech.;520663401249247233
hyphaltip;2014-10-10 20:25;RG: exonfindR #bioconductor pkg to discover exons & build gene models giving splice graph & expression counts. #RNAseq #useR;520656491166965760
hyphaltip;2014-10-10 20:12;RG: RNA-seq with HTSeqGenie is internal genetech pipeline, uses GSNAP for spliced RNA aln. Use ONE set of gene models. #useR #bioconductor;520653213389692928
adramirez451;2014-10-10 02:22;Reading about HT-Seq Analysis using #R and #Bioconductor instead of completing an assignment about cats dying #JustScientistThings;520383734189527040
PeteHaitch;2014-10-08 21:57;That's my first BioC package :D " @seandavis12 : New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/GenomicTuples.html  GenomicTuples Representation and manipulation";519954737634885632
notSoJunkDNA;2014-10-08 20:06;by @acfrazee @jtleek et al RT @seandavis12 New 2 #bioconductor http:// bioconductor.org/packages/devel /bioc/html/derfinder.html  derfinder Fast differential expression analysis of RNA;519926900215795712
VirusMuser;2014-10-08 18:03;@_NickGolding_ R....it's been a while....reccommend any good books etc. to get back into it? #rstats #bioconductor;519895938387959808
ashim888;2014-10-08 15:15;Well This #bioconductor takes a lotta time to download and with a internet speed like this i'm gonna take a nap. #slowinternetsucks;519853719710470144
seandavis12;2014-10-06 23:56;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/rRDP.html  rRDP Interface to the RDP Classifier: Seamlessly interfaces;519259865437306880
bio_alice;2014-09-26 23:17;Scalable #Genomics with R and #Bioconductor http:// arxiv.org/abs/1409.2864;515626282261176321
stephaniehicks;2014-09-25 14:46;Fantastic overview of #Bioconductor for the analysis of #genomics data. Perfect for undergrads http:// arxiv.org/pdf/1409.2864. pdf  via @mikelove #rstats;515135281453076480
seandavis12;2014-09-22 13:40;Now THIS http:// bioconductor.org/packages/devel /bioc/vignettes/seqplots/inst/doc/SeqPlotsGUI.html  is a #shinyapp  pretty fancy! #rstats #bioconductor;514031389801738240
yokofakun;2014-09-18 22:38;so there is a Q&A site for #bioconductor based on the #biostars platform https:// support.bioconductor.org/t/Latest/ !;512717308133773312
abhishekpratap;2014-09-18 00:00;@seandavis12 does that mean the mailing list is going away?? which is fine ..just wanted to check #bioconductor;512375475688456192
seandavis12;2014-09-17 23:53;New #bioconductor support site is live at https:// support.bioconductor.org / with all emails imported and 13 years of archives available!;512373882561785856
wgrover;2014-09-17 19:45;Originator of #R language and #Bioconductor to speak on "Genome Scale Data Analysis" @UCRiverside Oct. 10 12pm Genomics auditorium;512311375545503747
Bioconductor;2014-09-16 00:26;The #Bioconductor mailing list has been replaced with this Q&A Site: https:// support.bioconductor.org / . The bioc-devel list is still going.;511657304127598593
Bioconductor;2014-09-15 15:20;Course: Learning #rstats / #Bioconductor for Sequence Analysis. Dates: October 27-29, Seattle, WA. Registration: https:// register.bioconductor.org/Seattle-Oct-20 14/ ;511519810983690240
lawremi;2014-09-11 21:42;Love #rstats and #bioconductor ? So do we @Genentech research; jobs openings in #bioinformatics ; apply here: http://www. gene.com/careers;510166618245042176
attilacsordas;2014-09-11 10:05;Scalable Genomics with #rstats and #bioconductor http:// arxiv.org/abs/1409.2864 looks like a good and airy overview;509991143702937600
bioinfosm;2014-08-29 21:58;Epiviz:interactive visual analytics for functional #genomics data http://www. nature.com/nmeth/journal/ v11/n9/full/nmeth.3038.html  web browser or #bioconductor pkg #bioinformatics;505459435037155330
seandavis12;2014-08-28 19:04;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/MBASED.html  MBASED Package containing functions for ASE analysis;505053373968564224
Bioconductor;2014-08-27 17:09;Latest material from the Brazilian 2014 Cancer Epigenomics now available at : http://www. bioconductor.org/help/course-ma terials/2014/Epigenomics/  - #Bioconductor;504662052401471490
Bioconductor;2014-08-26 20:29;We heard you at the #BioC2014 - a better, faster and more intuitive way of finding #Bioconductor material http://www. bioconductor.org/help/course-ma terials/ ;504350012827267072
tisimpson;2014-08-26 09:46;Our miRNA target prediction integration method just released in #Bioconductor Dev - miRNAtap - http:// bit.ly/1wvy0Hb #miRNA;504188065557282816
stephaniehicks;2014-08-25 13:30;postdoc #protip : you know it will be a great week when your R pkg was just accepted on #Bioconductor ! :) http:// bioconductor.org/packages/devel /bioc/html/quantro.html  #rstats;503882165558726657
TechWars_io;2014-08-24 19:02;We compared #bioconductor vs #biopython - see results: http://www. techwars.io/fight/biocondu ctor/biopython/ ;503603203317846017
Sonali_bioc;2014-08-22 23:51;@stephaniehicks - haha! Thats a good one... Lets see if #BiocStyle from #Bioconductor makes it to a "stylist toolbox" ! :) Congrats again !;502951184420720640
stephaniehicks;2014-08-21 17:58;Can I put 'stylist' on my CV now that I have officially "styled" my R package for #Bioconductor ?;502499997787889664
helioRocha_;2014-08-20 01:31;Search for #CRAN , #GitHub and #BioConductor #packages at #Rdocumentation .org | ( #R news & tutorials) http:// goo.gl/Ft7eAW;501889270504620032
nsegata;2014-08-18 13:47;@genetics_blog writing an interface (higher-lev then #rpi2 ) between #pandas and #bioconductor shouldn't be impossible (but inefficient);501349623207043073
genetics_blog;2014-08-18 13:42;@nsegata who's planning on re-implementing the entire #Bioconductor project in python? not me!;501348333907374080
genetics_blog;2014-08-15 18:00;NetPathMiner: #Rstats / #Bioconductor pkg for network path mining through gene expression http:// bioinformatics.oxfordjournals.org/content/early/ 2014/08/08/bioinformatics.btu501.short?rss=1 ;500326206194327553
scilahn;2014-08-14 23:35;Big thanks to tech support @RevolutionR for timely and patient email support to deal with a #bioconductor install bug;500048208379146240
seandavis12;2014-08-09 19:37;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/proteoQC.html  proteoQC An R package for proteomics data quality;498176263710720000
seandavis12;2014-08-08 10:48;New to #bioconductor http:// bioconductor.org/packages/devel /bioc/html/STAN.html  STAN STrand-specific ANnotation of genomic data: STAN;497680827619098624
sambuckberry;2014-08-07 02:20;Looks powerful! EpiVis and epivizr in #bioconductor ; visual analytics for functional genomics data http:// bit.ly/1AW8ryI @naturemethods;497190559669170177
enlightenbio;2014-08-04 20:00;#Epiviz #visualization tool for genonmic data #opensource #bioconductor #Chipseq #RNAseq via http:// ow.ly/zW5pm & http:// ow.ly/zW5aI;496370151319945216
stephaniehicks;2014-08-01 16:46;theme for #BioC2014 : shiny/interactive graphics for genomic data based on #bioconductor R packages e.g. shinyMethyl, shinyphyloseq, epivizr;495234186278879232
stephaniehicks;2014-08-01 13:43;Michael Lawrence on essential fns for genomic ranges, isoforms expression, disjoint regions & variant calling #BioC2014 #Bioconductor;495188177288957952
stephaniehicks;2014-07-31 18:08;Afternoon practicals starting w/ @KasperDHansen on minfi #bioconductor package for DNA methylation analysis http://www. bioconductor.org/packages/relea se/bioc/html/minfi.html  #BioC2014;494892405838323712
OpenCyto;2014-07-30 15:51;Workshop on using #OpenCyto at #BioConductor conference Thursday, July 31, 2014.;494495450360446976
stephaniehicks;2014-07-30 15:26;Are you developing a #Bioconductor R package? Check out BiocCheck instead of 'R CMD check' http://www. bioconductor.org/packages/relea se/bioc/html/BiocCheck.html  #BioC2014 #rstats;494489187308277760
Bioconductor;2014-07-15 18:26;#Rstats / #Bioconductor RNA-seq workflows; slides here http:// mikelove.github.io/biocrnaseq/;489098780990394370
genetics_blog;2014-07-15 16:27;The #ISMB #Rstats / #Bioconductor annotation talk has awesome examples. Too bad the slides aren't as well commented http:// master.bioconductor.org/help/course-ma terials/2014/ISMB2014/Annotation_slides.pdf ;489068828912275456
chunleiwu;2014-07-15 16:04;#ismb #wk05 Martin Morgan is talking about AnnotationHub for #bioconductor #rstats;489063076818595840
genetics_blog;2014-07-15 16:02;#ISMB I won't be able to stick around for @mikelove 's talk on #Rstats / #Bioconductor RNA-seq workflows; slides here http:// mikelove.github.io/biocrnaseq/;489062555860889600
markgerstein;2014-07-13 16:25;Bernau: mentions survHD, a #Bioconductor package on the Synthesis of high-dimensional survival analysis https:// bitbucket.org/lwaldron/survhd #ISMB #PP05;488343573826654208
eddelbuettel;2014-07-10 20:35;I like "Use Rcpp" :-) MT @Bioconductor Guide for developing Mavericks pkgs with C/C++ for #Bioconductor : https:// stat.ethz.ch/pipermail/bioc -devel/2014-July/005951.html  ;487319301397823490
Bioconductor;2014-07-10 20:22;Guidelines for developing Mavericks packages with C/C++ for #Bioconductor and avoiding pitfalls: https:// stat.ethz.ch/pipermail/bioc -devel/2014-July/005951.html ;487315984659652608
PaeoniaDrop;2014-07-07 04:03;Going to give this paper 15 mins. Then I'm going to bed. #bioconductor #GradSchoolProblems;485982520630968322
yi_john_huang;2014-07-07 01:57;#VariantAnnotation : a #Bioconductor package for exploration and annotation of #genetic_variants http:// feedly.com/e/r6TGqYdy via @feedly;485950716498821122
Bioconductor;2014-07-03 20:25;#Bioconductor / #rstats July newsletter available at http:// bioconductor.org/help/newslette rs/2014_July/ ;484780064647548928
bioinfosm;2014-07-03 17:34;Excellent #bioconductor #R #NGS tutorial featuring #Limma #normalization Data Analysis for #Genomics http:// genomicsclass.github.io/book/ H/T @brent_p;484737053179912192
webbedfeet;2014-07-03 04:31;@earino @guneetc79 Actually a lot of the #Bioconductor stuff is industry-standard. In academic omics it is probably the default by far.;484539848309895168
rmflight;2014-07-01 15:25;. @genetics_blog with package already on CRAN? this is how to do a methods paper! http:// cran.r-project.org/web/packages/m GSZ/index.html  #rstats #bioconductor;483979728307912706
gtamazian;2014-06-14 13:00;Nice genomic data visualization with #hilbertcurve produced by HilbertVis package from #Bioconductor . http://www. ebi.ac.uk/huber-srv/hilb ert/gallery.html ;477782565836029952
markrobinsonca;2014-06-12 18:17;Come to the edgeR / voom / featureCounts tutorial! MT @seandavis12 #Bioconductor Conf, Jul 31 - Aug 1, 2014, Boston https:// register.bioconductor.org/BioC2014/;477137700898996225
seandavis12;2014-06-12 17:58;Reminder: #Bioconductor Conference, July 31 - Aug 1, 2014, Boston https:// register.bioconductor.org/BioC2014/;477132796864233472
rnomics;2014-06-06 13:52;Next maSigPro: updating maSigPro Bioconductor... http:// bit.ly/1kGGK5X #ExpressionandQuantification #bioconductor #geneexpression #RNAseq;474896726512246784
Bioconductor;2014-06-02 03:40;BioC2014 #rstats / #Bioconductor annual conference July 30-Aug 1, Boston https:// register.bioconductor.org/BioC2014/;473293064904376320
JosephGuhlin;2014-05-29 15:54;#GenomeGraphs package for non-ENSEMBL datasets? It'd be great to read just GFF file for example. #R #bioconductor;472028335242227712
stevepiccolo;2014-05-21 17:29;So far I've been extremely pleased with the Rsubread package in #Bioconductor for processing RNA-Seq data. Fast and clean! #bioinformatics;469153125668892674
UseqMiseq;2014-05-20 21:01;Good site with Sets of Manuals/Tutorials for #R , #bioconductor , #VimR , NGS-GUI, EMBOSS etc... | @scoopit http:// sco.lt/5PSG6D;468843981787656192
Sonali_bioc;2014-05-16 20:31;Just registered for #rstats / #Bioconductor BioC 2014 Annual Conference, Boston July 30 - August 1 https:// register.bioconductor.org/BioC2014/;467386945778114560
sjcockell;2014-05-16 17:26;#rstats #bioconductor course is so tiring to deliver. Think it went well though.;467340345651777537
sambuckberry;2014-05-16 02:27;An accurate way to predict the sex of samples in high throughput gene expression datasets @simplystats #bioconductor http://www. bioconductor.org/packages/relea se/bioc/html/massiR.html ;467113963402973184
neilfws;2014-05-08 02:37;Getting some nice results out of #rstats #bioconductor maSigPro pic.twitter.com/PF47B9DAxS;464217438909779968
rmflight;2014-05-06 19:13;. @iddux but #bioconductor #rstats is doing better than either http://www. google.com/trends/explore ?hl=en-US&q=biopython,+bioperl,+bioconductor#q=biopython%2C%20bioperl%2C%20bioconductor&cmpt=q ;463743341490737152
Bioconductor;2014-05-05 23:39;#Bioconductor 2.14 binary packages for Mavericks (Mac OS X 10.9) are now available. https:// stat.ethz.ch/pipermail/bioc onductor/2014-May/059378.html ;463448039063965696
imarshut_old;2014-04-17 16:18;#Bioconductor http://www. marshut.com/iupqzr/fontcon fig-error-in-r-3-10-when-running.html  Fontconfig error in R 3.10 when running;456813865448120324
genetics_blog;2014-04-04 13:45;QC for ChIP-seq data in #Rstats / #Bioconductor http://www. bioconductor.org/packages/devel /bioc/html/ChIPQC.html  #bioinformatics;452064301759856641
pizzzzzle;2014-03-25 12:03;counting reads per gene with genomic ranges #RNAseq #R #bioconductor http:// pzumbo.weebly.com/1/post/2014/03 /counting-reads-per-gene-with-genomic-ranges.html  @mason_lab;448429864392347650
jamesmalone;2014-03-12 12:51;Here's my overview of our new AtlasRDF Biocondcutor R package. http:// drjamesmalone.blogspot.co.uk/2014/03/the-at lasrdf-bioconductor-package.html  #rdf #emblebi #linkeddata #bioconductor @simonjupp;443730918411603968
Bioconductor;2014-03-08 00:25;This #edX course features #Bioconductor , though it's relatively 'small' with only 10,000 students registered. https://www. edx.org/course/harvard x/harvardx-ph525x-data-analysis-genomics-1401#prerequisites ;442093750961987584
genetics_blog;2014-03-04 18:01;SeqGSEA: #Rstats / #Bioconductor pkg for gene set enrichment analysis of RNA-Seq diff expression+splicing data http:// bioinformatics.oxfordjournals.org/content/early/ 2014/02/16/bioinformatics.btu090.short?rss=1 ;440909912152244224
seandavis12;2014-02-06 12:57;Some R/Bioconductor course material http:// seandavi.github.io/BiocBrazil2014/ from ongoing http:// bioinformatics.fmrp.usp.br/curso2014/ #bioinformatics #bioconductor;431411377455251456
Bioconductor;2014-02-03 21:25;Short course: Introduction to #rstats / #bioconductor for Sequence Analysis, Feb 27-28, Seattle https:// secure.bioconductor.org/Seattle-Feb-20 14/ ;430451886097833984
genetics_blog;2014-02-03 15:51;From Smyth group: Voom - linear model analysis tools for RNA-seq read counts http:// genomebiology.com/2014/15/2/R29/ abstract  #rstats #bioconductor;430367872624652288
aloraine205;2014-02-01 18:04;Many thanks are due to Marc Carlson for maintaining #Bioconductor database org.At.tair.db for #Arabidopsis . Very useful!;429676558979067904
ResearchBug;2014-01-29 15:55;Need a small, human or mouse microarray #dataset on GEO for intro #rstats / #bioconductor wrkshp? @seandavis12 @genetics_blog #genetics;428556986423451648
imarshut_old;2014-01-04 03:41;#Bioconductor #Listserv http://www. marshut.com/ikwyus/parse-c haracter-strings-so-they-align-line-up-match-properly.html  Parse character strings so they &quot;align&quot; (line up/match) properly;419312488711471106
nocx;2013-12-29 21:22;Exploiting parallel #R in the cloud with SPRINT. http://www. ncbi.nlm.nih.gov/pubmed/23223611 #bioconductor #rstats #bioinformatics;417405171593777153
Chris_Evelo;2013-12-22 09:35;. @egonwillighagen nice to see work on @Open_PHACTS calls from R. A #Bioconductor package using the IMS would be useful by itself I think;414690727197552640
Chris_Evelo;2013-12-21 15:21;@egonwillighagen but yes that is why I want @PathVisio , @Cytoscape , #R #Bioconductor and even HTML and Excel support for @Open_PHACTS;414415439616155648
JinliangYang;2013-12-19 22:18;Analysis of RNA-seq Data with #rstat / #Bioconductor R codes included http:// bit.ly/19VV4ie;413795581836808192
rnomics;2013-12-17 15:54;Analysis of #RNA -Seq Data with R/Bioconductor: Analysis... http:// bit.ly/JDjirl #Presentations #bioconductor #geneexpression #RNAseq;412974095853027328
omictools;2013-12-17 04:03;An informative directory for #NGS and #microarray analysis! #sequencing #bioinformatics #statistics #datamining #bioconductor #bigdata;412795163019194368
copypasteusa;2013-11-29 00:57;ReportingTools automatically recognizes and transforms outputs of #R #Bioconductor packages into HTML-based reports. http:// bioinformatics.oxfordjournals.org/cgi/content/lo ng/29/24/3220 ;406225439128961024
seandavis12;2013-11-26 16:26;A simple function for importing illumina expression iDAT files into #Bioconductor : https:// gist.github.com/seandavi/76612 90  #bioinformatics;405371883971170304
caseybergman;2013-11-24 08:02;SRAdb: query and use public next-generation sequencing data from within R ( http:// bit.ly/1c1TO0J ) #bioconductor;404520409238097920
abhishekpratap;2013-11-23 01:38;full #bioconductor code search : http:// search.bioconductor.jp / #R;404061392598097920
genetics_blog;2013-11-19 21:03;I've used MEDIPS quite a bit for some MeDIP-seq experiments. Paper finally published: http://www. ncbi.nlm.nih.gov/pubmed/24227674 #rstats #bioconductor;402905023379943426
UseqMiseq;2013-11-19 16:19;Workshops on: Command-Line #Bioinformatics , #Ensembl and #Bioconductor 2014, Newcastle Biomedicine | @scoopit http:// sco.lt/637uMr;402833598258380800
isatools;2013-11-17 11:58;Looking to learn more advanced R? Have a look here http:// adv-r.had.co.nz / #r #bioconductor #dataanalysis;402043175248089088
neilfws;2013-11-13 00:44;getting a sense that minfi blockFinder() not quite ready for prime-time #bioconductor;400423905048797184
neilfws;2013-11-12 21:48;So many QC measures. So little documentation on how to interpret them. #bioconductor;400379701920661504
vsbuffalo;2013-11-08 22:32;GenomicRanges's new tileGenome() is pretty neat. Bit of hacking and you get pretty fast summary functions over chrom bins #bioconductor;398941081577857025
